SPI-H,SPI-A,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
54.7,77.6,0.5,2.09,2.02,1.89,1.83
50.2,78.5,1,2.08,1.96,1.95,1.9
60,48.3,-1.5,2.08,2,1.94,1.86
52.8,62,0,2.12,2.05,1.87,1.79
40,90,1,1.95,1.89,2.03,1.96
60.3,40,-1,2.06,2,1.92,1.86
52,57.1,-0.5,2.29,2.22,1.73,1.68
40,67.2,-0.5,2.15,2.1,1.82,1.78
49.2,54.7,-0.5,1.94,1.9,2.01,1.95
77.6,88.1,0,1.82,1.77,2.17,2.1
82.5,80.5,0,2.23,2.15,1.76,1.72
48.3,88.1,1.5,1.94,1.86,2.05,1.99
78.5,80.5,-0.5,1.89,1.85,2.07,2
60,49.2,-1,2.22,2.13,1.82,1.73
40,54.7,-0.25,1.9,1.86,2.06,2
90,52.8,-2,1.75,1.7,2.28,2.2
62,67.2,-0.5,1.87,1.83,2.11,2.03
40,40,-0.25,1.88,1.84,2.12,2.02
57.1,77.6,0.5,2.02,1.98,1.93,1.88
50.2,52,-0.5,2.17,2.1,1.81,1.75
82.5,60.3,-0.5,2.2,2.13,1.79,1.74
80.5,49.2,-1,2.09,2.02,1.94,1.85
77.6,90,0.25,2.1,2.03,1.88,1.85
62,60,0.5,1.74,1.69,2.28,2.22
88.1,40,-2,1.77,1.73,2.32,2.14
57.1,40,-0.25,2.08,2,1.9,1.86
80.5,90,0.25,2.11,2.03,1.87,1.82
67.2,78.5,1,2.3,2.18,1.76,1.71
77.6,50.2,-1.5,2.28,2.2,1.74,1.68
60.3,62,-0.5,1.75,1.69,2.3,2.2
52,40,-0.5,2.21,2.12,1.78,1.73
49.2,40,-0.5,1.75,1.7,2.28,2.18
54.7,48.3,-1,2.52,2.41,1.63,1.59
52.8,60,0.5,2.22,2.13,1.8,1.74
88.1,82.5,-1,1.72,1.68,2.34,2.23
40,57.1,-0.25,1.95,1.91,2.02,1.96
50.2,52.8,-0.5,2.04,1.99,1.92,1.87
48.3,67.2,0,1.71,1.67,2.32,2.23
78.5,52,-1.5,1.92,1.85,2.11,2.01
40,49.2,0,1.93,1.86,2.12,1.98
90,60.3,-1.5,2.01,1.94,1.97,1.91
62,77.6,0.5,1.97,1.91,2,1.95
40,54.7,-0.5,2.47,2.39,1.64,1.59
60,80.5,0,1.82,1.74,2.21,2.13
57.1,88.1,1.5,1.96,1.88,2.09,1.97
82.5,40,-1,2.04,1.97,1.95,1.89
67.2,50.2,-0.5,2.14,2.08,1.84,1.78
52.8,40,-0.25,1.87,1.83,2.11,2.04
60.3,48.3,-1,1.8,1.76,2.2,2.11
52,62,-0.5,2.16,2.09,1.83,1.76
40,60,0.5,2.12,2.06,1.86,1.79
54.7,82.5,0,2.31,2.21,1.73,1.67
88.1,90,0,1.82,1.76,2.2,2.09
49.2,78.5,0.5,2.12,2.05,1.86,1.79
80.5,57.1,-1.5,2.24,2.14,1.78,1.72
60,67.2,-1.5,2.3,2.21,1.75,1.69
90,40,-2,1.77,1.73,2.3,2.17
50.2,60.3,0.25,2.04,2,1.92,1.87
48.3,52,0,1.8,1.74,2.21,2.12
78.5,40,-2,2.12,2.05,1.89,1.82
62,49.2,0,2.01,1.95,1.98,1.9
82.5,52.8,-1,1.87,1.83,2.1,2.04
57.1,67.2,-0.5,2.27,2.19,1.75,1.7
60,77.6,0,1.76,1.7,2.28,2.18
40,80.5,0.75,1.87,1.83,2.11,2.05
40,88.1,1.5,1.98,1.89,2.03,1.96
90,54.7,-2,1.94,1.88,2.04,1.98
52.8,40,-0.25,2.03,1.99,1.93,1.88
77.6,40,-1.5,2.14,2.05,1.88,1.8
60.3,60,0,2.05,1.99,1.94,1.86
52,82.5,0,2.37,2.25,1.7,1.65
49.2,50.2,-1,2.3,2.19,1.75,1.7
54.7,57.1,-0.5,1.94,1.87,2.07,1.99
67.2,90,1,2.32,2.26,1.72,1.66
88.1,78.5,-1,2.23,2.12,1.81,1.74
40,48.3,-0.5,1.91,1.88,2.04,1.98
80.5,62,-1.5,1.84,1.75,2.22,2.09
50.2,40,0,1.8,1.71,2.27,2.16
60,90,0.75,1.96,1.91,2,1.95
77.6,40,-1.5,2.05,1.97,2,1.87
62,48.3,-0.5,2.08,2.02,1.9,1.84
52,52.8,0,1.71,1.66,2.33,2.23
49.2,60.3,0,1.77,1.72,2.23,2.12
57.1,82.5,0.5,2.04,1.98,1.92,1.87
80.5,54.7,-1.5,1.83,1.78,2.22,2.06
78.5,40,-2,2.08,2.02,1.91,1.84
67.2,88.1,1.5,1.89,1.79,2.12,2.04
77.6,40,-1.5,2.19,2.07,1.86,1.79
90,50.2,-2.5,2.03,1.95,1.98,1.89
40,54.7,-0.5,2.14,2.07,1.83,1.8
48.3,78.5,1.5,1.82,1.74,2.21,2.11
52.8,67.2,0,1.9,1.83,2.12,2.03
40,60,0.5,1.92,1.88,2.01,1.98
88.1,62,-2.25,2.11,2.05,1.87,1.83
90,57.1,-2.25,1.94,1.91,2.01,1.96
40,80.5,0.75,1.85,1.8,2.12,2.07
60.3,77.6,0,1.9,1.86,2.06,1.99
40,49.2,-0.5,2.4,2.3,1.68,1.63
82.5,50.2,-1,1.86,1.77,2.2,2.1
54.7,52,-0.25,1.85,1.76,2.18,2.11
91.5,69.2,-2.5,2.12,2.04,1.89,1.84
65.1,78,1,2.52,2.16,1.81,1.74
40,69.7,0,2.13,2.07,1.85,1.79
63.1,58.8,0,2.05,1.97,1.95,1.88
64.3,70.2,0,1.73,1.68,2.31,2.24
76.1,46.8,-0.5,2.13,2.09,1.83,1.8
76.9,59.5,-1,1.82,1.74,2.23,2.16
63.9,70,-0.25,2.12,2.09,1.85,1.81
75.3,61.9,-1,1.78,1.72,2.26,2.18
78,69.7,-2,2.18,2.1,1.86,1.79
91.5,46.8,-2.5,1.86,1.79,2.15,2.08
63.1,75.3,0,2.04,1.98,1.94,1.87
64.3,61.9,-0.5,1.92,1.88,2.03,2
76.1,59.5,-0.5,1.82,1.77,2.16,2.11
76.9,69.2,-1,2.21,2.15,1.8,1.75
63.9,58.8,0,2.02,1.96,1.93,1.88
65.1,70,0,1.73,1.69,2.32,2.2
40,70.2,0,2.12,2.05,1.84,1.8
59.5,91.5,1.5,2.16,2.08,1.83,1.79
61.9,40,-1,2.45,2.33,1.67,1.63
63.1,63.9,0,1.91,1.85,2.04,2.01
69.2,69.7,-0.5,1.82,1.77,2.19,2.11
46.8,65.1,0,1.83,1.78,2.13,2.08
75.3,76.9,0.25,2.03,1.98,1.94,1.9
58.8,64.3,-0.5,1.95,1.91,2.01,1.96
70.2,78,1,2.08,2.02,1.89,1.85
70,76.1,-0.25,2.13,2.08,1.85,1.81
64.3,70,-0.5,2.31,2.24,1.73,1.68
65.1,59.5,-0.5,2.04,2,1.9,1.86
91.5,63.1,-2.5,1.89,1.84,2.1,2.02
78,61.9,-1.5,1.74,1.7,2.3,2.19
76.9,58.8,-1,2.43,2.35,1.71,1.62
63.9,75.3,0,2,1.94,1.95,1.91
69.7,70.2,0,1.84,1.8,2.14,2.06
40,46.8,0,2.05,1.97,1.94,1.87
76.1,69.2,0,2,1.93,1.94,1.91
69.2,40,-1.5,2.19,2.11,1.83,1.77
61.9,69.7,-0.5,2,1.96,1.95,1.9
63.1,65.1,-0.25,2.23,2.16,1.84,1.73
63.9,76.9,0.5,1.83,1.79,2.14,2.08
46.8,78,1.5,1.97,1.91,2.04,1.95
75.3,91.5,1,2.06,2,1.92,1.86
58.8,76.1,-0.75,1.95,1.89,2.04,1.97
59.5,64.3,0,1.9,1.85,2.04,2
70,70.2,-0.5,2.24,2.18,1.75,1.72
65.1,69.2,0,1.81,1.77,2.2,2.1
91.5,58.8,-2,1.9,1.84,2.1,2.03
78,59.5,-2,2.14,2.05,1.91,1.81
70.2,61.9,-1,2.55,2.42,1.68,1.58
64.3,63.9,-0.5,2.15,2.05,1.88,1.82
76.1,75.3,0,2.12,2.05,1.83,1.8
76.9,63.1,-1.5,2.08,1.98,1.92,1.86
40,70,0.5,1.92,1.87,2.05,1.99
69.7,46.8,-0.5,2.1,2.06,1.86,1.82
63.1,64.3,-0.5,2.41,2.32,1.68,1.64
76.9,91.5,1,1.88,1.77,2.16,2.1
63.9,76.1,-0.25,2.06,2.01,1.92,1.85
69.2,78,1,1.81,1.73,2.24,2.16
75.3,65.1,-1,2.42,2.32,1.71,1.64
70,69.7,-1,2.38,2.29,1.71,1.65
58.8,40,-1.5,1.83,1.79,2.15,2.08
59.5,70.2,0,2.08,2.01,1.88,1.84
46.8,61.9,0,1.86,1.81,2.1,2.04
76.1,76.9,0.25,2.11,2.05,1.86,1.81
91.5,63.9,-2.5,1.89,1.84,2.07,2.01
40,75.3,0.75,2,1.93,1.95,1.92
78,63.1,-2,2.08,2,1.91,1.85
70.2,46.8,-1,2,1.94,1.96,1.91
64.3,69.2,0,1.82,1.77,2.18,2.06
69.7,59.5,-0.5,2.08,2.02,1.89,1.84
65.1,58.8,-0.25,2.11,2.06,1.85,1.81
61.9,70,-0.25,2.09,2.03,1.88,1.82
70,46.8,-1,2.23,2.14,1.79,1.74
91.5,64.3,-2.5,1.96,1.89,2.01,1.95
63.1,76.1,-0.25,2.06,2.01,1.9,1.85
76.9,65.1,-1,1.91,1.85,2.05,1.99
63.9,40,-1,2.08,2.01,1.9,1.84
75.3,78,0.5,2.12,2.04,1.87,1.82
58.8,69.7,-1,2.23,2.16,1.78,1.71
59.5,61.9,0,1.98,1.9,1.98,1.92
69.2,70.2,-0.5,2.09,2.03,1.86,1.82
78,70,-2,2.27,2.16,1.8,1.73
40,76.9,1,2.1,2.04,1.88,1.82
70.2,58.8,-0.25,2.12,2.06,1.91,1.82
61.9,69.2,0,1.74,1.67,2.33,2.24
64.3,75.3,0,1.74,1.68,2.35,2.22
76.1,91.5,2,1.72,1.65,2.4,2.28
46.8,59.5,-0.25,1.79,1.75,2.21,2.14
65.1,63.9,-0.25,1.76,1.73,2.25,2.17
69.7,63.1,-0.25,2.05,1.98,1.93,1.89
63.1,40,-1,2.29,2.12,1.82,1.76
91.5,65.1,-2.5,2.2,2.11,1.79,1.76
76.1,64.3,-0.5,2.25,2.17,1.77,1.73
76.9,61.9,-1,1.92,1.88,2.04,1.98
69.2,46.8,-1,1.98,1.9,2.01,1.95
75.3,69.7,-1,2.11,2.03,1.88,1.83
58.8,78,0.5,2.25,2.16,1.77,1.73
59.5,70,0,2.27,2.16,1.77,1.71
63.9,70.2,0,1.89,1.82,2.12,2.02
70,69.2,0,1.7,1.65,2.38,2.27
65.1,76.1,-0.5,2.2,2.14,1.78,1.74
40,59.5,-0.25,2.09,2.06,1.88,1.82
78,91.5,0.5,1.85,1.8,2.13,2.08
70.2,75.3,0.25,1.7,1.67,2.33,2.26
64.3,76.9,0,2.25,2.15,1.77,1.72
46.8,58.8,0.5,1.76,1.72,2.26,2.18
61.9,63.1,-0.5,2.11,2.06,1.85,1.81
69.7,63.9,0,1.8,1.74,2.2,2.12
58.8,61.9,-0.5,1.85,1.81,2.13,2.06
91.5,40,-3,2.2,2.13,1.8,1.75
64.3,65.1,-0.75,2.42,2.32,1.69,1.64
76.1,69.7,-0.75,2.08,2,1.91,1.87
76.9,46.8,-1,1.77,1.71,2.25,2.18
63.9,78,1,1.91,1.87,2.03,1.99
75.3,70,-0.75,2.01,1.96,1.95,1.9
63.1,70.2,-0.25,2.15,2.1,1.82,1.78
69.2,59.5,-1.5,2.35,2.23,1.74,1.67
46.8,63.9,-0.25,2.18,2.12,1.81,1.76
78,76.9,-1,1.93,1.84,2.09,2.01
70.2,76.1,-0.5,2.19,2.12,1.79,1.75
61.9,65.1,-0.25,1.82,1.76,2.19,2.11
69.2,75.3,-0.25,2,1.94,1.97,1.92
70,63.1,-0.5,2.03,1.98,1.92,1.88
69.7,91.5,2,1.78,1.7,2.28,2.19
40,64.3,0.5,1.86,1.81,2.11,2.07
59.5,58.8,0.25,2.24,2.15,1.78,1.74
64.3,69.7,-1,2.14,2.07,1.84,1.8
65.1,40,-1,1.94,1.86,2.04,1.99
91.5,61.9,-2.5,1.82,1.77,2.16,2.08
63.1,46.8,-0.5,1.99,1.94,1.97,1.92
76.1,78,0.75,2,1.95,1.96,1.91
63.9,69.2,0,2.01,1.96,1.94,1.88
58.8,70,-1,2.4,2.31,1.69,1.64
76.9,70.2,-1,1.83,1.78,2.15,2.08
75.3,59.5,-1.5,2.3,2.18,1.75,1.7
70.2,65.1,-0.25,2.07,2.02,1.89,1.85
40,76.1,0.25,2.35,2.27,1.7,1.67
78,64.3,-1.5,2.08,2.01,1.88,1.83
59.5,63.1,0,1.87,1.82,2.12,2.03
61.9,63.9,-0.5,2.09,2.05,1.86,1.82
46.8,75.3,0.5,1.8,1.74,2.21,2.14
69.7,76.9,1,1.66,1.63,2.49,2.33
69.2,58.8,-0.25,1.92,1.88,2.02,1.98
69.2,91.5,1.25,1.9,1.81,2.16,2.08
78,65.1,-1.5,1.97,1.9,2.05,1.96
70.2,64.3,0,1.75,1.7,2.3,2.19
59.5,76.9,0.75,1.98,1.92,2,1.95
46.8,76.1,0,1.92,1.87,2.03,1.97
70,63.9,-0.5,2.13,2.07,1.84,1.8
58.8,63.1,-1,2,1.95,1.96,1.9
61.9,75.3,0,2.1,2.02,1.88,1.83
69.7,40,-0.5,1.9,1.86,2.05,2.01
70,91.5,1.5,2.26,2.15,1.8,1.75
40,78,1.5,2.14,2.06,1.86,1.82
65.1,69.7,-1,2.26,2.19,1.76,1.72
63.1,69.2,0,2.1,1.98,1.92,1.87
76.1,61.9,-0.5,2.1,2.03,1.89,1.84
76.9,70,-1,1.9,1.85,2.07,2.01
63.9,59.5,-1,2.5,2.37,1.67,1.61
75.3,58.8,-0.5,2.1,2.03,1.89,1.84
91.5,70.2,-2.5,2.05,1.97,1.97,1.89
64.3,46.8,-0.5,1.95,1.89,2.02,1.98
69.2,76.9,0,1.93,1.88,2.05,1.97
70.2,40,-1,2.18,2.11,1.82,1.77
59.5,76.1,0,2.1,2.03,1.89,1.82
61.9,64.3,0,2.04,1.96,1.95,1.89
46.8,91.5,2,1.83,1.72,2.3,2.16
69.7,78,1.5,1.9,1.84,2.09,2.02
58.8,63.9,-0.5,1.85,1.79,2.16,2.09
75.3,63.1,-1,2.04,1.98,1.95,1.88
70,65.1,-0.25,2.13,2.08,1.85,1.81
63.9,63.1,-0.5,2.02,1.96,1.95,1.9
91.5,59.5,-2.5,1.82,1.75,2.2,2.12
40,61.9,0,2.03,1.97,1.94,1.88
78,70.2,-1.5,1.88,1.83,2.1,2.04
76.1,70,-0.5,2.08,2.02,1.9,1.85
76.9,75.3,-0.5,2.14,2.07,1.85,1.8
69.7,69.2,0.5,1.86,1.82,2.18,2.05
65.1,46.8,-0.5,1.85,1.81,2.12,2.06
64.3,58.8,0,1.76,1.71,2.28,2.17
75.3,63.9,-1,2.41,2.33,1.69,1.64
59.5,65.1,0,2.36,2.25,1.7,1.65
61.9,78,1.5,1.9,1.83,2.12,2.04
69.2,76.1,-0.5,2,1.94,1.99,1.92
46.8,40,-1,2.15,2.08,1.83,1.78
70,64.3,0,2.01,1.93,1.95,1.91
58.8,76.9,0,1.8,1.74,2.21,2.11
70.2,69.7,-0.75,2.01,1.95,1.97,1.92
63.1,91.5,1.5,2.27,2.19,1.75,1.71
64.3,59.5,-1,2.16,2.1,1.83,1.78
65.1,63.1,-0.75,2.03,1.99,1.92,1.88
91.5,75.3,-2,1.94,1.88,2.08,1.98
40,69.2,0.5,1.98,1.93,1.99,1.93
78,46.8,-1.75,1.98,1.93,1.98,1.94
76.9,63.9,-0.75,2.01,1.97,1.94,1.9
69.7,61.9,0,2.04,1.98,1.92,1.87
70.2,70,-0.5,2.15,2.09,1.82,1.79
76.1,58.8,0,1.98,1.93,1.98,1.92
61.9,70.2,0,1.85,1.79,2.12,2.06
63.1,76.9,0.25,1.9,1.85,2.06,2.01
69.2,65.1,-0.25,2.03,1.98,1.92,1.88
46.8,69.7,-0.5,1.92,1.88,2.04,1.98
75.3,76.1,-0.75,2.07,2.02,1.9,1.84
70,40,-1,2.32,2.19,1.75,1.7
58.8,91.5,1.5,2.12,1.99,1.94,1.86
59.5,78,1.5,1.92,1.86,2.08,1.99
63.9,64.3,-0.25,1.94,1.89,2.03,1.97
65.1,75.3,0,1.8,1.71,2.31,2.17
91.5,76.9,-2,1.75,1.72,2.29,2.17
40,58.8,0.5,2.03,1.96,1.93,1.89
78,69.2,-1.5,2.14,2.04,1.86,1.81
64.3,63.1,-0.5,1.92,1.87,2.04,1.98
76.1,63.9,-0.25,1.96,1.91,2,1.95
69.7,70,0,1.82,1.75,2.21,2.11
70.2,59.5,-0.5,1.88,1.84,2.08,2.02
61.9,46.8,-0.25,1.96,1.91,2,1.95
59.5,69.7,-0.25,1.92,1.88,2.05,1.99
63.1,78,1,1.79,1.74,2.23,2.12
63.9,91.5,1.5,2.18,2.06,1.86,1.78
69.2,64.3,-0.5,2.07,2.02,1.89,1.84
75.3,40,-1.5,2.31,2.18,1.75,1.7
70,61.9,-0.5,2.06,2.02,1.89,1.84
58.8,65.1,-0.5,2.18,2.11,1.79,1.75
76.9,76.1,-0.75,1.99,1.94,1.98,1.93
46.8,70.2,0,1.81,1.76,2.18,2.1
40,63.9,0.25,2.1,2.03,1.9,1.84
78,75.3,-1,1.78,1.73,2.28,2.16
64.3,91.5,2,1.77,1.69,2.36,2.22
69.7,58.8,0.25,1.99,1.94,1.96,1.93
65.1,76.9,0,1.81,1.75,2.23,2.11
70.2,69.2,0,1.96,1.91,2,1.93
61.9,59.5,-0.25,1.83,1.79,2.15,2.08
76.1,63.1,-0.5,1.98,1.91,2.01,1.94
46.8,70,0,2.09,2.01,1.89,1.83
75.3,64.3,-0.5,1.88,1.82,2.12,2.04
91.5,76.1,-2.5,2.33,2.23,1.72,1.68
59.5,46.8,-0.25,1.89,1.85,2.06,2.02
76.9,40,-1.5,2.12,2.03,1.86,1.82
63.9,65.1,-0.25,2.12,2.06,1.86,1.82
70,78,1,1.74,1.65,2.4,2.27
58.8,70.2,-0.5,1.88,1.84,2.11,2.02
63.1,69.7,-0.5,1.92,1.88,2.04,1.98
69.2,61.9,-0.75,2.01,1.96,1.95,1.9
61.9,76.9,0.5,1.83,1.77,2.16,2.1
65.1,91.5,1.5,1.81,1.75,2.23,2.1
78,58.8,-1,1.83,1.77,2.15,2.09
70.2,63.9,0,1.81,1.75,2.17,2.09
46.8,69.2,0.5,1.78,1.72,2.22,2.14
70,59.5,-0.5,1.88,1.83,2.09,2.03
69.7,75.3,0.5,1.94,1.88,2.01,1.97
40,63.1,0,1.9,1.85,2.08,2
64.3,76.1,0,1.81,1.74,2.2,2.1
75.3,70.2,-1,2.2,2.09,1.87,1.78
91.5,78,-1,1.96,1.85,2.08,2
59.5,40,-0.5,2.12,2.06,1.86,1.8
63.1,61.9,0,1.82,1.77,2.15,2.08
63.9,69.7,-0.5,1.82,1.77,2.19,2.09
69.2,70,-0.5,1.96,1.92,2,1.93
58.8,46.8,-1,2.03,1.95,1.98,1.91
76.1,65.1,0,1.81,1.75,2.17,2.09
76.9,64.3,-1,2.18,2.11,1.82,1.75
70.2,63.1,-0.5,2.05,2,1.91,1.85
65.1,64.3,-0.5,1.96,1.91,2.02,1.95
40,91.5,1.25,1.9,1.87,2.05,1.99
78,63.9,-1.5,2.05,1.98,1.94,1.87
59.5,69.2,0.25,1.92,1.89,2.02,1.98
61.9,58.8,0.25,1.94,1.89,2.02,1.97
69.7,76.1,0,2.29,2.19,1.75,1.7
46.8,76.9,0.5,2.04,1.98,1.92,1.88
70,75.3,0.25,1.76,1.71,2.26,2.18
63.1,70,0,2.02,1.95,1.99,1.89
91.5,69.7,-2,2.04,1.98,1.94,1.87
64.3,40,-0.5,2.04,1.97,1.94,1.88
76.1,70.2,-0.5,1.95,1.91,2,1.94
76.9,78,0.25,1.96,1.9,2,1.96
63.9,46.8,-1,2.16,2.07,1.85,1.8
58.8,59.5,-1,1.72,1.68,2.32,2.23
65.1,61.9,-0.5,1.88,1.84,2.09,2.02
75.3,69.2,-0.5,2.03,1.96,1.96,1.89
40,65.1,0,2.13,2.07,1.85,1.79
78,76.1,-1.5,1.97,1.9,2,1.94
70.2,76.9,0.75,1.91,1.86,2.06,1.99
59.5,75.3,0.5,1.92,1.87,2.04,1.98
61.9,91.5,1.5,1.94,1.88,2.03,1.96
69.2,63.9,-0.5,1.89,1.84,2.08,2.01
46.8,63.1,-0.5,2.1,2.04,1.88,1.82
70,58.8,0.25,1.85,1.79,2.12,2.07
69.7,64.3,0,2.1,2.02,1.9,1.83
65.1,70.2,-1,1.93,1.88,2.01,1.97
91.5,70,-2,1.77,1.72,2.27,2.16
63.1,59.5,-0.5,2.02,1.97,1.93,1.89
64.3,78,1,2.07,2.01,1.92,1.85
76.1,40,-1,2.18,2.09,1.82,1.77
76.9,69.7,-2,2.1,2.04,1.86,1.81
63.9,61.9,-0.75,2.06,2.01,1.9,1.85
75.3,46.8,-1.5,1.85,1.74,2.2,2.11
58.8,69.2,-0.5,1.89,1.85,2.06,2.01
69.3,50.5,-1,2.47,2.38,1.69,1.61
73.1,40,-0.75,2.19,2.15,1.79,1.75
40,76.5,0.25,2.03,1.97,1.95,1.9
72,76.2,0,2.27,2.19,1.74,1.69
72.4,49.5,-0.5,1.91,1.86,2.07,2.01
82.5,47.9,-1.5,1.97,1.89,2.02,1.96
71.8,69.5,-0.5,1.86,1.82,2.09,2.05
64.7,75.5,0.25,2.04,1.99,1.92,1.88
56.9,89.4,2,1.88,1.79,2.15,2.07
40,90.6,1.5,1.94,1.85,2.09,2
40,40,-0.5,2.08,2.04,1.88,1.84
47.9,64.7,-0.75,2.1,2.05,1.88,1.83
69.5,40,-0.5,2.27,2.21,1.75,1.7
50.5,72.4,0,1.9,1.83,2.07,2.01
49.5,73.1,-0.5,2.27,2.18,1.77,1.72
72,71.8,-0.5,2.1,2.04,1.87,1.83
90.6,69.3,-2,1.92,1.87,2.08,1.99
75.5,56.9,-1,2.14,2.09,1.85,1.78
76.5,82.5,0,2.12,2.03,1.87,1.81
76.2,89.4,1,2.04,1.95,1.97,1.91
82.5,40,-1.5,1.81,1.78,2.24,2.1
89.4,75.5,-2,1.86,1.77,2.17,2.1
64.7,76.5,0.25,1.9,1.85,2.07,2.01
72.4,90.6,1,1.92,1.84,2.09,2.01
71.8,76.2,0,1.97,1.92,1.98,1.91
73.1,50.5,-0.5,2.1,2.03,1.88,1.84
40,72,-0.25,2.1,2.03,1.87,1.83
56.9,47.9,-0.5,2,1.96,1.97,1.9
69.3,69.5,-1,2.33,2.23,1.79,1.68
40,49.5,-0.5,2.3,2.24,1.74,1.68
50.5,40,-0.5,2.08,2.01,1.89,1.85
40,64.7,-0.5,1.96,1.88,2.04,1.98
76.5,56.9,-0.75,2.27,2.2,1.75,1.7
49.5,82.5,0.75,2.03,1.98,1.91,1.88
47.9,89.4,2,2.1,2,1.9,1.85
71.8,40,-1,2.43,2.32,1.69,1.63
69.5,72.4,0,2.02,1.97,1.92,1.87
90.6,73.1,-2.5,2.01,1.94,1.96,1.91
76.2,75.5,-0.5,1.92,1.88,2.04,1.98
72,69.3,-0.25,2.1,2.04,1.88,1.82
82.5,50.5,-2,2.18,2.09,1.87,1.78
89.4,76.5,-2.5,2.1,2.01,1.91,1.85
64.7,49.5,-0.5,2.25,2.18,1.75,1.71
56.9,40,-1,2.23,2.17,1.81,1.73
40,90.6,1.5,2.2,2.06,1.86,1.8
40,76.2,0,2.39,2.28,1.7,1.65
75.5,47.9,-1,1.84,1.73,2.25,2.15
69.3,71.8,-0.5,2.04,1.96,1.97,1.9
73.1,69.5,-0.5,2.23,2.14,1.78,1.73
72.4,72,-1,2.33,2.28,1.71,1.66
49.5,56.9,0,2.19,2.09,1.8,1.77
40,89.4,2,2.25,2.11,1.85,1.76
90.6,82.5,-1,2.27,2.17,1.8,1.72
76.5,75.5,-0.25,1.95,1.91,2,1.95
76.2,47.9,-1.5,1.93,1.87,2.04,1.98
71.8,72.4,0,1.89,1.82,2.1,2.02
69.5,40,-0.25,1.72,1.67,2.36,2.26
72,73.1,-1,2.58,2.39,1.65,1.6
50.5,64.7,-0.5,2.2,2.14,1.78,1.74
40,69.3,0,2.08,1.98,1.9,1.85
56.9,50.5,-1,2.08,2.01,1.95,1.86
72.4,40,-1,1.92,1.82,2.13,2.04
89.4,49.5,-2.5,2.01,1.97,1.94,1.89
40,72,0,1.83,1.79,2.13,2.07
64.7,90.6,1.5,1.98,1.91,2,1.95
47.9,76.5,0.25,1.84,1.81,2.14,2.07
69.3,76.2,-0.25,1.87,1.83,2.1,2.05
82.5,69.5,-2,2.15,2.08,1.83,1.78
73.1,71.8,-0.25,2.22,2.14,1.79,1.73
75.5,40,-1,1.88,1.84,2.09,2.02
72,82.5,1,1.69,1.59,2.5,2.39
50.5,89.4,1.5,2.3,2.21,1.74,1.69
90.6,56.9,-2,2.01,1.95,1.99,1.91
76.2,76.5,-0.75,2.03,1.99,1.91,1.87
40,47.9,-0.5,2.02,1.97,1.94,1.89
71.8,40,-0.5,1.8,1.76,2.19,2.12
40,73.1,-0.5,2.16,2.11,1.81,1.77
49.5,75.5,0,2.18,2.11,1.81,1.75
69.3,72.4,-0.25,1.91,1.87,2.04,1.99
69.5,64.7,-0.5,2.08,2.04,1.89,1.82
47.9,49.5,-0.5,2.09,2.03,1.89,1.84
89.4,90.6,-0.75,2.03,1.98,1.95,1.88
40,40,-0.5,1.97,1.93,2,1.94
64.7,72,-0.25,2.17,2.11,1.83,1.77
56.9,69.5,-0.75,2,1.95,1.96,1.91
82.5,71.8,-1.5,1.89,1.8,2.14,2.06
75.5,50.5,-1,1.96,1.9,2.02,1.95
76.5,40,-1,2.04,1.95,1.97,1.9
72.4,76.2,-0.5,2.05,2,1.92,1.87
73.1,69.3,0,1.95,1.9,2.01,1.94
69.5,89.4,1.5,2.07,2.03,1.9,1.83
72,56.9,-0.25,1.73,1.67,2.35,2.25
50.5,47.9,-0.5,2.17,2.1,1.82,1.77
90.6,75.5,-2,2,1.93,1.98,1.92
76.2,40,-1.5,2.3,2.2,1.77,1.69
49.5,76.5,0,2.05,1.99,1.91,1.84
69.3,40,-1,2.21,2.14,1.78,1.73
71.8,64.7,-0.5,1.85,1.82,2.11,2.05
40,82.5,1,1.98,1.92,1.97,1.93
72.4,73.1,-1,1.84,1.79,2.13,2.07
89.4,72,-2.5,1.94,1.9,2.02,1.98
40,49.5,-0.25,1.95,1.91,2.02,1.96
75.5,69.5,-1,1.99,1.93,1.99,1.93
76.5,50.5,-1,2.12,2.07,1.88,1.8
47.9,90.6,1.5,2.15,2.08,1.84,1.78
82.5,69.3,-1.5,2.03,1.97,1.92,1.88
73.1,76.2,0,1.94,1.86,2.05,1.99
64.7,40,-0.5,2.13,2.05,1.89,1.83
56.9,71.8,-0.5,2.14,2.06,1.85,1.82
40,72.4,0.25,2.07,1.95,1.98,1.93
40,56.9,-0.25,1.97,1.93,1.99,1.94
50.5,40,-0.25,1.87,1.83,2.12,2.06
69.3,64.7,-1,1.98,1.93,2,1.93
69.5,47.9,-0.5,2.01,1.92,2.01,1.96
73.1,40,-0.5,2.09,2.04,1.88,1.84
90.6,76.5,-2.5,2.39,2.25,1.79,1.67
71.8,89.4,1.5,2.22,2.13,1.79,1.75
72,75.5,0,1.75,1.68,2.32,2.23
76.2,49.5,-1,2,1.95,1.96,1.92
72.4,82.5,0.5,1.88,1.79,2.15,2.09
49.5,50.5,-0.5,2.05,2.02,1.92,1.87
40,90.6,1.5,2.06,2.01,1.91,1.85
82.5,73.1,-1.5,1.83,1.78,2.15,2.09
89.4,40,-2.5,2.23,2.15,1.77,1.74
